trip_id,driver_id,trip_date,duration_minutes,distance_miles,average_speed_mph,max_speed_mph,harsh_braking_events,harsh_acceleration_events,sharp_cornering_events,phone_usage_seconds,night_driving,rush_hour,highway_percent,weather_adverse,speeding_percent,had_claim,claim_amount
TRIP_DRIVER_029_0068,DRIVER_029,2025-06-23,40,30.474342345380315,44.24627680344976,74.67191222391759,2,0,0,18,0,1,0.7674642431631075,0,0.2733536935959209,0,0.0
TRIP_DRIVER_029_0069,DRIVER_029,2025-05-27,8,9.334523897112602,26.99280626434145,80.636803485773,2,0,0,29,0,1,0.7515720446365668,0,0.18859889079594191,0,0.0
TRIP_DRIVER_029_0070,DRIVER_029,2025-01-01,54,49.63703091829475,27.57711513755142,50.0165602460213,0,0,1,21,1,0,0.33008787191276256,0,0.24143503169210517,0,0.0
TRIP_DRIVER_029_0071,DRIVER_029,2025-01-29,97,13.26493608643685,18.821989062118874,37.13794121983999,4,1,1,31,0,0,0.9725574470665842,0,0.04970904845915319,0,0.0
TRIP_DRIVER_029_0072,DRIVER_029,2025-02-21,118,1.054961060399092,21.646546262322495,88.85090699563264,1,0,0,16,0,0,0.4902781256169487,0,0.11273154247262888,0,0.0
TRIP_DRIVER_029_0073,DRIVER_029,2025-04-17,78,25.209545611551768,36.33177348184123,84.05777809244705,2,1,1,21,1,0,0.17164914497087536,0,0.3037798813679015,0,0.0
TRIP_DRIVER_029_0074,DRIVER_029,2025-03-25,96,44.13172510102303,17.08889229082139,53.11787054063238,1,0,2,26,1,0,0.7442686751041597,0,0.13422509538956834,0,0.0
TRIP_DRIVER_029_0075,DRIVER_029,2025-06-05,99,31.886619510667973,33.32261752491513,51.565501902860575,1,0,0,25,1,0,0.027885528599934095,0,0.19069792299967755,0,0.0
TRIP_DRIVER_029_0076,DRIVER_029,2025-04-09,8,5.628069323964258,43.43220558593488,48.91332306540512,2,4,0,24,0,1,0.01807904418317463,0,0.19321168276177458,0,0.0
TRIP_DRIVER_029_0077,DRIVER_029,2025-01-10,45,17.29657150493426,23.06894198054908,55.78193728585164,3,0,0,13,1,0,0.06653538200291187,0,0.16814668774384436,0,0.0
TRIP_DRIVER_029_0078,DRIVER_029,2025-05-09,118,10.229414751499913,28.47178695805059,57.33578383655329,2,1,1,21,0,0,0.8316450002257036,0,0.1678505748579744,0,0.0
TRIP_DRIVER_029_0079,DRIVER_029,2025-01-31,53,34.179309848738555,20.8277918130345,46.375939187896044,2,0,2,23,1,1,0.06398630258694227,0,0.05722537486571615,0,0.0
TRIP_DRIVER_029_0080,DRIVER_029,2025-06-11,27,5.907004577252698,32.14581081748291,52.19069159721715,0,0,0,27,0,0,0.06838176458509182,0,0.11160937603010097,0,0.0
TRIP_DRIVER_029_0081,DRIVER_029,2025-03-14,14,24.346102160470497,26.276405371247286,83.27664081878288,3,3,0,30,0,0,0.8063829069566167,0,0.27772152709289044,0,0.0
TRIP_DRIVER_029_0082,DRIVER_029,2025-03-17,119,27.14212118326808,31.12891486535842,47.255430872527185,0,2,0,23,1,0,0.0028799481173851227,0,0.15193736940592095,0,0.0
TRIP_DRIVER_029_0083,DRIVER_029,2025-04-07,48,46.67165693705487,23.420172963396784,68.01312191232402,2,3,0,25,0,1,0.13443254092272328,0,0.2502432136565774,0,0.0
TRIP_DRIVER_029_0084,DRIVER_029,2025-04-20,95,31.090163885396425,29.215516007873802,53.54912676436088,2,3,1,29,1,0,0.30976165722630544,1,0.22396456945369894,0,0.0
TRIP_DRIVER_029_0085,DRIVER_029,2025-04-01,14,43.023117509485736,31.727714144028976,46.89486744388719,3,1,0,30,1,0,0.8388545865766226,0,0.33267370404711855,0,0.0
TRIP_DRIVER_029_0086,DRIVER_029,2025-04-17,94,7.627504874591937,35.38974857688612,83.48679480403537,2,2,0,17,0,0,0.03976113393156089,0,0.15289701262141403,0,0.0
TRIP_DRIVER_029_0087,DRIVER_029,2025-04-01,79,4.407458596567924,23.737565933678546,49.48831885491161,4,1,0,26,1,0,0.19227126730334032,0,0.16397168417755714,0,0.0
TRIP_DRIVER_029_0088,DRIVER_029,2025-05-25,108,18.867586892944505,23.447079248925093,44.32802628941268,1,2,0,29,1,1,0.47097222641108893,0,0.07534415628919623,0,0.0
TRIP_DRIVER_029_0089,DRIVER_029,2025-05-31,77,4.83161200561919,21.511115252281062,77.61829801187847,3,1,2,22,1,0,0.7263411578066069,0,0.0756917091546269,0,0.0
TRIP_DRIVER_029_0090,DRIVER_029,2025-02-16,92,6.586556748669624,18.067895667628733,73.70869213998964,1,1,0,25,0,1,0.9279246081656295,0,0.3029823297856198,0,0.0
TRIP_DRIVER_029_0091,DRIVER_029,2025-06-16,92,11.587522034619909,43.642328594472986,78.75472817714959,0,0,0,21,0,1,0.031140604122357418,0,0.2562595908883404,0,0.0
TRIP_DRIVER_029_0092,DRIVER_029,2025-03-16,60,16.10942031978132,27.360898954013006,69.52421374066319,2,0,0,24,1,0,0.003471907718477496,1,0.11712631716341884,0,0.0
TRIP_DRIVER_029_0093,DRIVER_029,2025-06-19,70,2.4392933636240435,44.816756324180304,54.81306130001333,0,2,1,24,0,0,0.7593987953247905,1,0.07203871744680071,0,0.0
TRIP_DRIVER_029_0094,DRIVER_029,2025-06-27,48,34.186638788303014,33.96422755018236,51.280583254069455,2,2,1,16,1,1,0.073729601957086,0,0.14105417677456142,0,0.0
TRIP_DRIVER_029_0095,DRIVER_029,2025-01-01,76,8.09997848108864,37.2479860046803,89.15975808869979,2,1,1,28,0,1,0.14890728700712963,0,0.2805227260052002,0,0.0
TRIP_DRIVER_029_0096,DRIVER_029,2025-03-07,89,19.554104933087157,30.952765131952297,73.24741054527462,3,1,1,19,1,1,0.5644186027027013,0,0.16688650188518933,0,0.0
TRIP_DRIVER_029_0097,DRIVER_029,2025-05-21,65,20.941650940108893,20.215652499034498,75.29744262188709,3,1,0,29,1,0,0.4345967408325081,0,0.22392938059429093,0,0.0
TRIP_DRIVER_029_0098,DRIVER_029,2025-05-17,117,15.811852712019695,20.176275772908276,48.68171163796648,2,1,0,18,0,0,0.9001925578420774,0,0.25025564545567935,0,0.0
TRIP_DRIVER_029_0099,DRIVER_029,2025-01-23,82,1.5535543195268495,32.51273347513475,52.47392396888901,4,2,1,23,0,0,0.8998571930301091,0,0.13501163225755697,0,0.0
TRIP_DRIVER_029_0100,DRIVER_029,2025-05-05,82,41.81596122441249,38.15015668874424,47.85777196705941,4,0,2,21,0,0,0.052669574299500366,0,0.23182365922420767,0,0.0
TRIP_DRIVER_029_0101,DRIVER_029,2025-05-15,28,41.40472132678431,17.787776158116188,62.331508364104224,0,2,0,24,1,1,0.5667978423371616,0,0.16880210651739397,0,0.0
TRIP_DRIVER_029_0102,DRIVER_029,2025-06-18,111,10.452246422898881,35.018302412668746,84.5059610758764,2,0,0,25,0,1,0.9419058206488701,0,0.05714095763328993,0,0.0
TRIP_DRIVER_029_0103,DRIVER_029,2025-06-04,57,45.97300859136338,42.241205836294185,80.44379687407194,1,4,0,20,1,1,0.35864518443838744,0,0.33024626087875175,0,0.0
TRIP_DRIVER_029_0104,DRIVER_029,2025-06-06,17,34.190618926779095,18.720404891746174,52.84910914327338,2,0,0,29,1,1,0.3916223438595893,0,0.09125469801471126,0,0.0
TRIP_DRIVER_029_0105,DRIVER_029,2025-01-10,8,15.186166391751794,31.321259467864564,36.02619817773691,0,3,0,28,1,1,0.5039626631646732,0,0.2920215049445378,0,0.0
TRIP_DRIVER_029_0106,DRIVER_029,2025-01-23,90,28.008590798951015,18.864449379463007,54.522769340766494,1,1,0,27,0,1,0.9265264780815378,0,0.27028090169749297,0,0.0
TRIP_DRIVER_029_0107,DRIVER_029,2025-02-05,14,26.746162796399236,44.99256692872247,82.29447748125193,2,1,0,27,0,1,0.0941743111910529,0,0.28719392259185744,0,0.0
TRIP_DRIVER_029_0108,DRIVER_029,2025-01-12,63,8.505888624654034,43.22572256491769,76.07597422401474,1,0,0,29,0,0,0.39534172985244953,0,0.3199584282074539,0,0.0
TRIP_DRIVER_029_0109,DRIVER_029,2025-04-06,100,49.262208021695095,37.6441006926378,35.27577598004401,1,1,0,19,0,0,0.1675199659883202,0,0.09953957759942952,0,0.0
TRIP_DRIVER_029_0110,DRIVER_029,2025-06-14,62,38.13485479668308,28.51070717090624,84.42477230812918,2,1,0,23,0,0,0.8617029528901157,0,0.12191157287329779,0,0.0
TRIP_DRIVER_029_0111,DRIVER_029,2025-05-24,49,45.37704580225166,31.22434041695854,39.36927583677359,0,2,0,36,0,0,0.9104361156531667,0,0.17090825696849454,0,0.0
TRIP_DRIVER_029_0112,DRIVER_029,2025-02-08,103,5.095924487185658,25.752151966126306,43.22525548162744,3,2,1,30,0,1,0.11202968821699322,0,0.3486333966776268,0,0.0
TRIP_DRIVER_029_0113,DRIVER_029,2025-05-25,18,42.9183510222391,33.930967188457586,72.21992521653394,2,0,0,36,0,0,0.9441425860021525,1,0.10728667842620841,0,0.0
TRIP_DRIVER_029_0114,DRIVER_029,2025-06-05,99,49.62340978003739,40.33659155874764,85.06231495996809,0,0,1,21,1,0,0.08582670725961206,0,0.16762298185792002,0,0.0
TRIP_DRIVER_029_0115,DRIVER_029,2025-02-13,80,32.25755779684518,16.424456066473923,41.095771445938226,1,0,1,23,1,0,0.09389531801596718,1,0.26140007769810286,0,0.0
TRIP_DRIVER_029_0116,DRIVER_029,2025-06-01,36,4.514778889206635,33.08985601083988,56.5308683030815,6,0,0,27,0,1,0.4000645782208718,0,0.11148636260271828,0,0.0
TRIP_DRIVER_029_0117,DRIVER_029,2025-03-01,103,2.8440844183416054,16.257237119579734,49.70717613784159,2,2,2,24,0,0,0.28666276077783404,0,0.19264053558844138,0,0.0
TRIP_DRIVER_029_0118,DRIVER_029,2025-03-19,12,30.952014788338783,15.596154840905449,65.42661591450971,0,0,0,27,1,1,0.032348792490752065,0,0.32487186627953313,0,0.0
TRIP_DRIVER_029_0119,DRIVER_029,2025-02-25,44,23.42231053153675,20.719042968751214,55.22641636692805,1,2,0,20,0,1,0.21127842698051436,0,0.298042444248262,0,0.0
TRIP_DRIVER_029_0120,DRIVER_029,2025-02-02,109,17.422431982980562,34.22133165553078,71.51983787143706,0,2,3,26,0,1,0.6291987299165052,0,0.12951457738584057,0,0.0
TRIP_DRIVER_029_0121,DRIVER_029,2025-03-25,17,23.38502115389145,16.072291977418228,77.01084185902536,2,1,0,30,0,0,0.9983099563941763,0,0.07884245955862956,0,0.0
TRIP_DRIVER_029_0122,DRIVER_029,2025-03-31,112,17.447750249572668,19.918798537624127,60.62440753092595,2,1,1,23,0,0,0.7712381156349736,0,0.15370704665074772,0,0.0
TRIP_DRIVER_029_0123,DRIVER_029,2025-05-10,62,7.371514963343049,23.04011843747027,74.65486104019104,2,1,1,26,1,1,0.3383050701447038,1,0.3292506351074129,0,0.0
TRIP_DRIVER_029_0124,DRIVER_029,2025-06-28,28,14.183318669368322,27.4956266202097,48.0506966980999,2,2,2,22,0,0,0.7113768832415304,0,0.29810167732808024,0,0.0
TRIP_DRIVER_029_0125,DRIVER_029,2025-04-04,88,46.9366229869606,26.951615957590718,81.21660157591337,1,3,0,21,0,0,0.4873854202791492,0,0.2861269228709107,0,0.0
TRIP_DRIVER_029_0126,DRIVER_029,2025-03-15,83,26.3159215607726,42.8684341142317,66.40660921956488,1,0,0,18,0,0,0.21647865682185663,0,0.12573534554609084,0,0.0
TRIP_DRIVER_029_0127,DRIVER_029,2025-01-27,12,34.781401899572586,22.237376661680294,60.834508497804194,2,0,1,20,0,0,0.5228156192394549,0,0.19815403611271395,0,0.0
TRIP_DRIVER_029_0128,DRIVER_029,2025-01-06,21,37.953312177393975,31.309145803927734,79.78449595145284,1,2,2,39,0,0,0.9357604480692672,0,0.23707471203544594,0,0.0
TRIP_DRIVER_029_0129,DRIVER_029,2025-05-19,82,33.51388013618987,41.09212543641222,59.2687632655031,2,2,0,22,0,0,0.8023855585696075,0,0.08987885554333946,0,0.0
TRIP_DRIVER_029_0130,DRIVER_029,2025-01-25,85,1.3915851633343528,28.263742071355857,69.58554539759595,2,4,2,27,0,1,0.7487641523135667,0,0.12372685918600293,0,0.0
TRIP_DRIVER_029_0131,DRIVER_029,2025-01-10,43,33.48624650920754,19.092752210949737,54.35352231358543,1,1,2,24,1,1,0.26365671144463865,1,0.29784682199867674,0,0.0
TRIP_DRIVER_029_0132,DRIVER_029,2025-02-15,115,8.037354219370403,33.74284198140603,87.28146235584865,0,1,2,13,0,0,0.8519002857293334,1,0.1782427934375778,0,0.0
TRIP_DRIVER_029_0133,DRIVER_029,2025-06-06,36,45.76579954922002,29.020134528008715,82.78805199236213,0,2,1,16,0,0,0.2975250213785223,0,0.16582146763762295,0,0.0
TRIP_DRIVER_029_0134,DRIVER_029,2025-03-16,92,37.65547366455718,34.77924933117023,46.105496016732474,1,1,2,12,1,0,0.24801258308910057,0,0.20729667845452351,0,0.0
TRIP_DRIVER_029_0135,DRIVER_029,2025-06-11,98,19.663534359863515,44.55821116242635,55.062507119054374,1,3,0,25,0,1,0.02510267584954251,0,0.13841812804369757,0,0.0
TRIP_DRIVER_029_0136,DRIVER_029,2025-04-06,92,18.638905608833717,40.91334770273368,51.233931146808736,2,2,0,18,0,0,0.46409934239193495,0,0.32400884215062575,0,0.0
TRIP_DRIVER_029_0137,DRIVER_029,2025-03-19,69,31.139000542883064,26.702941326982483,63.82877147794266,0,2,1,24,1,1,0.9287896048629495,0,0.1957179927716833,0,0.0
TRIP_DRIVER_029_0138,DRIVER_029,2025-06-22,41,10.544005020389118,42.867787841254945,59.967188272923465,0,1,0,34,0,0,0.7044469678677029,0,0.2843857948030596,0,0.0
TRIP_DRIVER_029_0139,DRIVER_029,2025-03-04,24,27.57370770940274,15.746933998948593,44.19785416860326,2,1,0,25,0,1,0.30345702908940175,0,0.10681807544637795,0,0.0
TRIP_DRIVER_029_0140,DRIVER_029,2025-06-09,62,12.833728728366063,28.120855724375193,50.143543873646166,0,4,0,26,0,0,0.9787867402332079,0,0.19599825172608454,0,0.0
TRIP_DRIVER_029_0141,DRIVER_029,2025-03-11,42,16.983389751874345,31.76389826027983,77.59059644261663,1,0,0,17,0,0,0.3302811028999454,0,0.3237414987286849,0,0.0
TRIP_DRIVER_029_0142,DRIVER_029,2025-01-08,52,29.941924296681325,39.16470129301388,80.74506835015832,3,0,1,18,1,1,0.8344262503036441,0,0.1244126120327845,0,0.0
TRIP_DRIVER_029_0143,DRIVER_029,2025-06-13,96,37.69560096173914,30.953539089908205,88.7337506522382,1,1,0,20,0,0,0.9507852230739432,0,0.2603575409512062,0,0.0
TRIP_DRIVER_029_0144,DRIVER_029,2025-04-24,94,45.21867455268165,32.72797569956686,62.00103565764715,1,1,0,34,1,1,0.38194361755846495,0,0.2763639494076317,0,0.0
TRIP_DRIVER_029_0145,DRIVER_029,2025-02-21,40,43.143316971720296,16.16256704388815,80.03594310190329,2,1,0,20,0,1,0.9076895495664157,0,0.27640855839211,0,0.0
TRIP_DRIVER_029_0146,DRIVER_029,2025-06-25,62,10.051166264943333,26.014206277783508,38.327082783747564,4,2,0,37,1,1,0.4331545991033764,0,0.0987618483175837,0,0.0
TRIP_DRIVER_029_0147,DRIVER_029,2025-02-21,6,40.18736505828655,25.435335858500885,47.085765007949384,1,0,2,29,0,1,0.6210403328996639,1,0.2813973093188436,0,0.0
TRIP_DRIVER_029_0148,DRIVER_029,2025-06-17,62,35.70220303438767,29.408505156504773,43.21782248997694,1,1,0,25,0,0,0.9521055368624197,0,0.19036765798286115,0,0.0
TRIP_DRIVER_029_0149,DRIVER_029,2025-03-27,102,48.24505714738182,15.681098258040635,83.271827330163,1,2,1,32,0,0,0.9150751110730119,0,0.07568990832559772,0,0.0
TRIP_DRIVER_029_0150,DRIVER_029,2025-03-09,35,3.490504321716605,25.42874998911056,50.976090868552596,2,2,0,34,0,1,0.7592868309616306,0,0.32526975116832596,0,0.0
TRIP_DRIVER_029_0151,DRIVER_029,2025-06-03,64,10.632086602174311,31.11261435092535,89.82675003889784,3,0,1,27,1,1,0.46383275579414884,0,0.05236901422929978,0,0.0
TRIP_DRIVER_029_0152,DRIVER_029,2025-04-16,101,20.338130985749647,27.85865939539147,81.8266002533706,5,3,1,34,1,0,0.15106183834941167,0,0.1400756348157193,0,0.0
TRIP_DRIVER_029_0153,DRIVER_029,2025-03-19,20,8.64746960231695,35.573785548202665,63.00471148969023,0,0,2,16,1,1,0.9580976584630154,0,0.24338669898889786,0,0.0
TRIP_DRIVER_029_0154,DRIVER_029,2025-04-05,38,30.458087109065062,15.094197493816864,36.376733023901934,0,1,1,25,0,0,0.3238296019287277,0,0.07113180338153671,0,0.0
TRIP_DRIVER_029_0155,DRIVER_029,2025-03-16,74,23.636083736000657,17.433158712405806,39.993215808566895,1,3,0,27,1,1,0.7490495440334062,0,0.19402185781908413,0,0.0
TRIP_DRIVER_029_0156,DRIVER_029,2025-02-09,98,2.632241145120628,35.13286898416463,84.41960341399664,2,2,1,32,1,1,0.014441172398682256,0,0.26332766042809574,0,0.0
TRIP_DRIVER_029_0157,DRIVER_029,2025-03-27,113,15.899817602024017,35.88758744932729,64.57442741283712,1,0,1,25,1,0,0.7418788671602761,0,0.25234726803923363,0,0.0
TRIP_DRIVER_029_0158,DRIVER_029,2025-03-27,34,42.04055149924366,18.192942589544117,80.38917940456372,3,1,0,26,0,1,0.4996307279613229,0,0.2890909779307804,0,0.0
TRIP_DRIVER_029_0159,DRIVER_029,2025-03-23,61,15.696899428765706,44.749509927858846,37.8523454430682,1,0,1,27,0,0,0.2796773579593863,1,0.05309559446004343,0,0.0
TRIP_DRIVER_029_0160,DRIVER_029,2025-06-10,34,31.224670632217233,39.166944164420286,60.221096746659676,0,1,2,18,1,0,0.7416457451499261,0,0.26851133567368435,0,0.0
TRIP_DRIVER_029_0161,DRIVER_029,2025-05-29,112,42.32437531395155,25.365977513986817,49.3465251723297,1,0,0,25,1,0,0.10672379577302038,0,0.14319657487354898,0,0.0
TRIP_DRIVER_029_0162,DRIVER_029,2025-01-24,111,16.526298450067696,17.29759273513406,81.52880130133119,2,0,0,32,1,0,0.3116795495224741,1,0.18216249226105574,0,0.0
TRIP_DRIVER_029_0163,DRIVER_029,2025-04-20,110,34.487861292670246,39.570619323457095,79.1552601813521,4,0,1,27,0,0,0.06812592947342677,0,0.34721666550654473,0,0.0
TRIP_DRIVER_029_0164,DRIVER_029,2025-01-07,116,35.146963126693244,33.064333072983416,75.8974563332159,1,1,0,29,0,0,0.14967402031830312,1,0.09054743999093584,0,0.0
TRIP_DRIVER_029_0165,DRIVER_029,2025-03-13,114,42.61634702603451,24.35432173884076,50.49134166094541,2,0,3,11,0,0,0.0634724429348672,0,0.1269213863089138,0,0.0
TRIP_DRIVER_029_0166,DRIVER_029,2025-01-25,103,49.19833037245979,23.21488561760914,52.47761549600169,1,0,0,17,0,0,0.9499733533741855,0,0.0697264135445941,0,0.0
TRIP_DRIVER_029_0167,DRIVER_029,2025-06-20,39,8.088200275921707,27.303962491775394,71.6975512777866,2,2,1,31,0,1,0.24126972470623387,0,0.07179346417570989,0,0.0
TRIP_DRIVER_029_0168,DRIVER_029,2025-06-26,45,23.366828459676174,27.478950441357032,64.59648514102217,2,1,1,21,0,0,0.3445391067020531,0,0.22247569224650837,0,0.0
TRIP_DRIVER_029_0169,DRIVER_029,2025-03-24,119,22.420941634866853,37.970974589201134,48.2343571196902,4,0,0,12,0,1,0.9303251374800566,0,0.31622292873123015,0,0.0
TRIP_DRIVER_029_0170,DRIVER_029,2025-04-03,110,37.1362474927959,22.199706232819093,75.48598015205143,3,0,0,22,0,0,0.8457510253872802,0,0.16209123702889372,0,0.0
TRIP_DRIVER_029_0171,DRIVER_029,2025-01-09,17,41.18172216401738,36.85053747018636,68.64852621544605,1,1,2,29,0,0,0.43255716905407327,0,0.23722025709329703,0,0.0
TRIP_DRIVER_029_0172,DRIVER_029,2025-01-18,115,27.0256899953097,40.77714068854554,89.48315367255191,1,1,1,15,0,0,0.7388098214959699,0,0.20817229147487817,0,0.0
TRIP_DRIVER_029_0173,DRIVER_029,2025-05-22,17,14.46429083767199,33.19391765202986,60.23265562104409,2,0,1,24,0,0,0.4901706911184498,1,0.10071751505035842,0,0.0
TRIP_DRIVER_029_0174,DRIVER_029,2025-01-03,30,5.448770391269842,42.68423114147759,76.89638038176344,2,0,0,23,0,1,0.4428916595164145,0,0.1970834261675417,0,0.0
TRIP_DRIVER_029_0175,DRIVER_029,2025-01-17,48,23.50585574508458,38.47762746979063,47.10833638682444,0,0,0,22,0,1,0.2094376578435052,0,0.04922945507126593,0,0.0
TRIP_DRIVER_029_0176,DRIVER_029,2025-01-18,12,3.5886020252249993,19.914398870375962,49.03988948035443,2,1,0,27,0,1,0.23865695627070527,0,0.08884911259565992,0,0.0
TRIP_DRIVER_029_0177,DRIVER_029,2025-05-08,93,47.04734787399166,35.916013522854186,71.03355284831662,2,2,1,27,1,0,0.8223887363784642,0,0.33136351379078455,0,0.0
TRIP_DRIVER_029_0178,DRIVER_029,2025-05-21,117,7.29896133089945,29.664541197753138,66.38494039991996,2,2,0,20,0,0,0.5496201169756079,0,0.16720331340794903,0,0.0
TRIP_DRIVER_029_0179,DRIVER_029,2025-03-25,26,1.0804081930117624,35.94607254898004,80.76689416673777,1,1,0,27,0,0,0.39114685429453777,0,0.29150544034988346,0,0.0
TRIP_DRIVER_029_0180,DRIVER_029,2025-01-31,8,22.76661768924657,38.960584001507925,37.331643579682726,2,0,2,28,0,1,0.36813580784387756,0,0.20982157390547768,0,0.0
TRIP_DRIVER_029_0181,DRIVER_029,2025-05-10,70,5.003107363468949,34.76248058433656,73.21219799795182,2,2,0,21,1,0,0.5477908533707269,0,0.34694463435515877,0,0.0
TRIP_DRIVER_029_0182,DRIVER_029,2025-01-26,99,4.277228742755373,35.82863945880983,64.29427558816828,2,0,0,34,0,1,0.10370474819212283,0,0.24291805879718031,0,0.0
TRIP_DRIVER_029_0183,DRIVER_029,2025-03-01,101,46.037243175578,21.496210488007087,42.807372070118774,2,1,1,26,1,0,0.2803911676015073,0,0.2446830243591003,0,0.0
TRIP_DRIVER_029_0184,DRIVER_029,2025-01-30,99,26.147532970215682,32.37095765973784,50.02804259431562,0,0,0,21,1,0,0.6189613172047003,0,0.05004079237510913,0,0.0
TRIP_DRIVER_029_0185,DRIVER_029,2025-04-09,98,21.106680730313172,18.330555083144194,71.29400471083181,1,0,0,27,0,0,0.5932269409544677,1,0.21454069587541333,0,0.0
TRIP_DRIVER_030_0000,DRIVER_030,2025-05-02,63,8.274963919276459,30.18730016645867,49.70982842623231,6,1,0,49,1,0,0.28270214056464116,0,0.25691248291169166,0,0.0
TRIP_DRIVER_030_0001,DRIVER_030,2025-03-20,36,13.479352897324148,28.18316699674768,88.20625851231515,7,1,2,47,1,0,0.6427402671917795,0,0.1596020946930155,0,0.0
TRIP_DRIVER_030_0002,DRIVER_030,2025-05-26,72,29.335892230859045,31.640799830070993,66.72438183471378,6,3,3,49,0,0,0.023169634644511716,0,0.3329212152109092,0,0.0
TRIP_DRIVER_030_0003,DRIVER_030,2025-06-16,101,24.545974685812116,43.73683936897855,49.17031170342147,0,2,2,45,0,0,0.9303407545857885,0,0.25146894195382996,0,0.0
TRIP_DRIVER_030_0004,DRIVER_030,2025-02-23,5,26.430341383609427,33.63698217073305,63.444016302564,3,3,1,42,0,0,0.7913608035062156,1,0.17172721080591477,0,0.0
TRIP_DRIVER_030_0005,DRIVER_030,2025-03-20,83,15.082409438757713,35.002546119248066,68.69252897151922,2,1,1,41,1,0,0.29465248351109286,0,0.40743342591176646,0,0.0
TRIP_DRIVER_030_0006,DRIVER_030,2025-05-12,42,10.708417076994529,15.38125019063363,60.168137077149595,4,0,3,36,0,0,0.841710043807598,0,0.12516722240647024,0,0.0
TRIP_DRIVER_030_0007,DRIVER_030,2025-05-29,43,21.003529300142237,35.9009714702849,77.8279765766712,3,1,0,51,0,1,0.8925305987464761,0,0.22284539357431732,0,0.0
TRIP_DRIVER_030_0008,DRIVER_030,2025-05-11,14,36.080811999038765,22.56637561576456,48.813568095561294,2,2,0,54,0,1,0.40696926107111187,0,0.1696669850750401,0,0.0
TRIP_DRIVER_030_0009,DRIVER_030,2025-05-04,53,12.848510792932096,19.389486964872198,85.43359475681099,3,1,3,39,0,1,0.6545050314505321,0,0.2858614580350538,0,0.0
TRIP_DRIVER_030_0010,DRIVER_030,2025-03-01,117,39.423794124874405,21.761562206266127,78.99258537977613,3,0,3,46,0,0,0.8701151131449788,1,0.23448641285737853,0,0.0
TRIP_DRIVER_030_0011,DRIVER_030,2025-06-27,102,40.187612890888644,35.641204881276735,62.39061472900756,2,2,3,58,1,1,0.73746667884871,0,0.1653689943421931,0,0.0
TRIP_DRIVER_030_0012,DRIVER_030,2025-04-14,11,28.806657931044366,37.38147995824316,84.76481317318678,3,3,1,43,0,0,0.7015913484465404,1,0.3231196310681457,0,0.0
TRIP_DRIVER_030_0013,DRIVER_030,2025-02-15,76,42.435864064532694,30.623328573922684,84.59866057294931,4,1,0,53,0,0,0.713544105958214,0,0.2078672125690062,0,0.0
TRIP_DRIVER_030_0014,DRIVER_030,2025-04-19,46,39.62566062443652,39.383822634670565,42.94440661111022,2,2,1,46,1,1,0.1445522294850069,0,0.3399220367874245,0,0.0
TRIP_DRIVER_030_0015,DRIVER_030,2025-03-20,79,11.703027023245903,34.93160355607899,61.296751279440215,6,3,1,46,0,0,0.6822876967739255,0,0.26899388604557006,0,0.0
TRIP_DRIVER_030_0016,DRIVER_030,2025-02-26,50,35.5465617659623,43.552014279050454,90.97220598461493,1,2,4,54,0,0,0.009888318552643383,0,0.27156116909702355,0,0.0
TRIP_DRIVER_030_0017,DRIVER_030,2025-02-13,113,9.057682370730575,40.692953085106005,46.90283173944035,4,1,1,48,0,1,0.7130608877447268,0,0.38336903751570933,0,0.0
TRIP_DRIVER_030_0018,DRIVER_030,2025-03-01,87,28.166066698732884,17.438252364247433,48.56439236174611,0,2,3,55,1,1,0.4150722328304468,0,0.18366814448153285,0,0.0
TRIP_DRIVER_030_0019,DRIVER_030,2025-05-06,17,21.931516676314125,44.937498483373155,55.39017967429298,2,1,1,45,0,1,0.3266044944204285,0,0.3715120211946479,0,0.0
TRIP_DRIVER_030_0020,DRIVER_030,2025-04-23,83,42.080949531544995,18.655580551667622,74.56809737756014,3,2,0,44,1,1,0.6946871065714708,0,0.22717232901390658,0,0.0
TRIP_DRIVER_030_0021,DRIVER_030,2025-05-05,40,5.740988778474356,34.47636395636788,69.57643354586007,5,1,0,48,0,1,0.6413442861982552,1,0.27777622875639296,0,0.0
TRIP_DRIVER_030_0022,DRIVER_030,2025-01-22,87,22.448149925580037,17.848263401354906,80.96722607231965,4,2,1,74,0,1,0.1592262373856217,0,0.2842029739066879,0,0.0
TRIP_DRIVER_030_0023,DRIVER_030,2025-03-21,92,29.235478338661693,31.627882274552192,49.818734041283804,0,3,1,55,0,1,0.45143894857274014,0,0.3850775396996479,0,0.0
TRIP_DRIVER_030_0024,DRIVER_030,2025-06-09,84,27.482532319756643,26.647726719762627,85.43996187375109,0,3,1,59,1,1,0.9624872917593051,0,0.27385439236490683,0,0.0
TRIP_DRIVER_030_0025,DRIVER_030,2025-05-17,80,36.09908483536364,23.3018916855343,91.64038437550654,0,3,1,51,0,1,0.9177372396664757,0,0.1822473728008563,0,0.0
TRIP_DRIVER_030_0026,DRIVER_030,2025-06-17,63,32.89856602704644,23.905357548592228,50.42129564703065,2,2,3,40,0,0,0.8162636371578761,0,0.3734026437121262,0,0.0
TRIP_DRIVER_030_0027,DRIVER_030,2025-04-20,36,3.472028780341613,31.51774713443947,81.50555846973718,2,3,1,38,0,1,0.4356905854110539,0,0.21930071236647206,0,0.0
