trip_id,driver_id,driver_trip_number,duration_minutes,distance_miles,average_speed_mph,max_speed_mph,harsh_braking_events,harsh_acceleration_events,sharp_cornering_events,phone_usage_seconds,speeding_percent,night_driving,rush_hour,time_of_day,start_zone,end_zone,data_quality_score,gps_accuracy_avg
trip_004967,2eb0c2481b438d18,17,44.6,23.54,31.2,36.0,5,2,0,0,0.064,0,1,morning_commute,zone_37.63_-122.32,zone_37.56_-122.36,0.9978468755823184,7.436997110692617
trip_004968,2eb0c2481b438d18,18,15.8,7.28,40.6,49.3,1,0,1,0,0.034,0,1,evening_commute,zone_37.51_-122.21,zone_37.44_-122.16,0.9963274845205964,7.965944775062834
trip_004969,2eb0c2481b438d18,19,88.8,37.18,24.1,49.1,6,4,5,0,0.069,0,1,evening_commute,zone_37.75_-122.57,zone_37.66_-122.56,0.8174922927108966,9.01048040510266
trip_012636,2fc126f0935a80e3,1,31.8,15.98,29.3,33.7,2,0,1,0,0.056,0,1,morning_commute,zone_37.54_-122.6,zone_37.48_-122.52,0.9999624514025982,9.93210730653508
trip_012637,2fc126f0935a80e3,2,21.6,11.33,30.8,44.3,0,0,0,0,0.046,0,1,evening_commute,zone_37.69_-122.44,zone_37.62_-122.41,0.9456953181700769,15.742615075076344
trip_012638,2fc126f0935a80e3,3,15.8,10.58,34.6,42.9,1,2,1,44,0.035,0,1,evening_commute,zone_37.64_-122.46,zone_37.6_-122.47,0.9044894836748695,8.965405376738437
trip_012639,2fc126f0935a80e3,4,16.6,7.47,27.2,35.5,2,0,0,0,0.159,0,0,midday,zone_37.62_-122.47,zone_37.57_-122.48,0.9483714476354821,11.926954898735609
trip_012640,2fc126f0935a80e3,5,33.9,15.75,33.6,54.1,6,1,0,0,0.021,0,0,midday,zone_37.57_-122.57,zone_37.67_-122.61,0.8270994283788204,10.780022995453942
trip_012641,2fc126f0935a80e3,6,38.7,16.05,38.7,44.3,5,1,2,0,0.148,0,1,morning_commute,zone_37.74_-122.26,zone_37.77_-122.28,0.8509852501607353,11.00892683478442
trip_012642,2fc126f0935a80e3,7,32.0,19.48,37.4,48.1,0,1,1,0,0.053,0,1,evening_commute,zone_37.64_-122.41,zone_37.65_-122.46,0.9120941306358229,26.337271028063615
trip_012643,2fc126f0935a80e3,8,34.0,7.48,34.7,43.3,3,2,1,0,0.049,0,0,midday,zone_37.78_-122.47,zone_37.75_-122.5,0.9224361653146896,8.587777158989054
trip_012644,2fc126f0935a80e3,9,42.4,26.57,33.8,35.0,1,0,0,0,0.039,0,1,morning_commute,zone_37.69_-122.49,zone_37.64_-122.45,0.7332389097725268,20.28372169942168
trip_012645,2fc126f0935a80e3,10,42.8,24.23,33.9,38.1,1,0,2,0,0.035,1,0,early_morning,zone_37.72_-122.3,zone_37.66_-122.27,0.9228839689450414,11.023320050544283
trip_012646,2fc126f0935a80e3,11,45.5,19.69,35.5,41.5,0,4,2,6,0.073,1,0,night,zone_37.75_-122.37,zone_37.72_-122.35,0.8700857011285289,14.733623711908505
trip_012647,2fc126f0935a80e3,12,35.9,35.1,40.3,56.4,1,1,1,0,0.145,0,1,morning_commute,zone_37.77_-122.24,zone_37.85_-122.23,0.9827103475288493,18.15989212297982
trip_010618,30f2cee560431430,1,24.7,13.26,40.6,43.8,1,0,0,0,0.003,0,1,morning_commute,zone_37.58_-122.29,zone_37.58_-122.31,0.801347997699213,20.548306363537236
trip_010619,30f2cee560431430,2,20.7,12.09,39.0,56.4,0,0,0,0,0.018,1,0,early_morning,zone_37.75_-122.56,zone_37.83_-122.46,0.8659736290522522,25.74988313989364
trip_010620,30f2cee560431430,3,48.1,24.08,35.6,51.0,1,2,2,0,0.02,1,0,night,zone_37.56_-122.49,zone_37.57_-122.39,0.9367424079276071,13.091065023548556
trip_010621,30f2cee560431430,4,22.6,15.82,43.8,48.9,0,1,0,0,0.022,0,1,morning_commute,zone_37.66_-122.43,zone_37.66_-122.48,0.9250077620441405,13.46315773616864
trip_010622,30f2cee560431430,5,6.0,3.36,36.6,67.8,0,0,0,0,0.006,0,1,evening_commute,zone_37.83_-122.38,zone_37.75_-122.35,0.9769987009621973,11.240284306136791
trip_010623,30f2cee560431430,6,27.8,21.06,25.8,33.5,0,1,2,0,0.001,0,0,midday,zone_37.63_-122.4,zone_37.7_-122.32,0.9541185103202905,15.77288605847475
trip_010624,30f2cee560431430,7,22.1,8.98,42.8,52.8,1,0,1,0,0.012,0,1,evening_commute,zone_37.64_-122.38,zone_37.69_-122.32,0.9282326535662262,21.45380352735194
trip_010625,30f2cee560431430,8,24.5,15.12,34.3,45.9,0,1,0,29,0.012,0,1,morning_commute,zone_37.88_-122.42,zone_37.82_-122.45,0.73859617651648,12.03627816067559
trip_010626,30f2cee560431430,9,31.5,18.8,36.0,48.2,0,1,0,0,0.03,1,0,early_morning,zone_37.75_-122.6,zone_37.83_-122.63,0.7639570991140767,5.625541150810266
trip_010627,30f2cee560431430,10,26.0,12.02,35.2,52.1,1,0,0,0,0.038,0,1,morning_commute,zone_37.8_-122.21,zone_37.82_-122.24,0.7551003301977364,21.643048305335995
trip_010628,30f2cee560431430,11,9.4,6.49,34.6,36.2,0,1,0,0,0.03,0,1,evening_commute,zone_37.51_-122.57,zone_37.5_-122.54,0.7898760480399282,13.307951825685265
trip_002585,3130b49b3c29a98a,1,22.6,12.95,38.7,41.5,0,2,0,0,0.084,0,1,evening_commute,zone_37.52_-122.49,zone_37.45_-122.49,0.9416475877124331,24.33318126056325
trip_002586,3130b49b3c29a98a,2,36.3,23.23,41.3,58.0,3,0,1,0,0.126,0,1,morning_commute,zone_37.62_-122.21,zone_37.62_-122.12,0.9758303973004278,13.657893611188516
trip_002587,3130b49b3c29a98a,3,48.3,25.14,44.8,51.7,4,0,0,0,0.025,0,1,morning_commute,zone_37.89_-122.27,zone_37.89_-122.32,0.8759211487526479,22.427484671607974
trip_002588,3130b49b3c29a98a,4,23.5,22.68,24.2,40.6,1,2,0,0,0.018,0,1,evening_commute,zone_37.81_-122.5,zone_37.88_-122.53,0.9997348951655457,12.241470079146339
trip_002589,3130b49b3c29a98a,5,47.1,35.08,46.6,54.6,1,1,1,25,0.011,0,0,midday,zone_37.77_-122.41,zone_37.8_-122.45,0.9938973020632016,19.769735761442558
trip_002590,3130b49b3c29a98a,6,18.2,6.51,47.3,50.1,2,0,0,0,0.122,0,1,morning_commute,zone_37.53_-122.46,zone_37.62_-122.52,0.9732492996710178,13.100347796098319
trip_002591,3130b49b3c29a98a,7,12.5,7.14,43.7,49.8,0,1,0,5,0.06,0,1,evening_commute,zone_37.71_-122.59,zone_37.76_-122.59,0.9612279119165941,10.604326600299693
trip_002592,3130b49b3c29a98a,8,68.5,35.66,32.6,48.2,3,0,2,51,0.182,0,0,midday,zone_37.52_-122.46,zone_37.53_-122.44,0.7722177703229303,6.329352172866889
trip_002593,3130b49b3c29a98a,9,7.1,3.71,34.1,56.8,0,0,1,0,0.082,0,1,morning_commute,zone_37.53_-122.42,zone_37.57_-122.46,0.9549246878210239,20.338282709581907
trip_011979,3139f44c115aa3a8,1,32.1,15.7,24.2,30.3,1,0,1,15,0.09,0,1,morning_commute,zone_37.55_-122.32,zone_37.6_-122.25,0.9907299634508492,8.48714691053265
trip_011980,3139f44c115aa3a8,2,21.4,12.22,27.3,35.6,1,1,2,0,0.117,0,1,morning_commute,zone_37.64_-122.34,zone_37.58_-122.25,0.7206497838430121,10.9880054924379
trip_011981,3139f44c115aa3a8,3,24.4,16.71,17.9,22.2,1,2,1,0,0.075,0,0,midday,zone_37.54_-122.42,zone_37.53_-122.38,0.9766874443838072,9.05123415671288
trip_011982,3139f44c115aa3a8,4,61.6,12.23,30.6,39.3,2,5,0,0,0.136,0,0,midday,zone_37.85_-122.21,zone_37.81_-122.27,0.9327875060985877,9.6283767876975
trip_011983,3139f44c115aa3a8,5,27.3,10.4,32.9,40.2,0,1,1,0,0.188,0,1,morning_commute,zone_37.57_-122.26,zone_37.63_-122.35,0.7673671670378045,16.006780019399432
trip_011984,3139f44c115aa3a8,6,39.5,6.66,32.2,38.9,4,1,1,0,0.011,0,1,morning_commute,zone_37.9_-122.44,zone_37.85_-122.36,0.9539252035653621,17.909364075458896
trip_011985,3139f44c115aa3a8,7,25.3,14.66,22.3,29.7,4,0,0,0,0.052,0,1,morning_commute,zone_37.65_-122.45,zone_37.66_-122.45,0.9976102148908902,7.971233336814491
trip_011986,3139f44c115aa3a8,8,11.4,4.96,25.1,33.5,0,0,0,0,0.063,0,1,morning_commute,zone_37.87_-122.39,zone_37.8_-122.35,0.9237755463896846,6.390030138333849
trip_011987,3139f44c115aa3a8,9,60.1,29.18,30.3,68.9,1,4,2,0,0.066,0,0,midday,zone_37.86_-122.34,zone_37.92_-122.43,0.9967908958140086,5.2458094924811665
trip_011988,3139f44c115aa3a8,10,21.8,9.98,23.4,31.7,2,0,0,0,0.158,0,1,morning_commute,zone_37.79_-122.44,zone_37.82_-122.42,0.974584866643215,9.946980815963192
trip_011989,3139f44c115aa3a8,11,12.4,6.5,34.9,46.1,1,0,0,0,0.234,1,0,early_morning,zone_37.67_-122.27,zone_37.66_-122.22,0.9662401221248084,7.762917492196245
trip_000683,316049ac9af26c64,1,34.4,24.76,43.0,50.0,1,1,0,0,0.106,0,1,morning_commute,zone_37.51_-122.55,zone_37.47_-122.58,0.9750362890410873,16.158775256681118
trip_000684,316049ac9af26c64,2,9.4,7.78,32.5,45.5,0,0,0,0,0.088,1,0,early_morning,zone_37.65_-122.57,zone_37.71_-122.55,0.9784422312693662,26.41409346105657
trip_000685,316049ac9af26c64,3,38.6,23.45,51.5,56.9,1,2,2,33,0.031,0,1,morning_commute,zone_37.81_-122.23,zone_37.8_-122.27,0.7283747310012186,6.585650563523635
trip_000686,316049ac9af26c64,4,7.7,3.7,37.7,45.9,0,0,0,78,0.036,0,1,evening_commute,zone_37.6_-122.28,zone_37.52_-122.28,0.9535080603028857,10.18994191586952
trip_000687,316049ac9af26c64,5,26.8,16.26,38.5,41.9,3,2,2,0,0.071,0,1,morning_commute,zone_37.83_-122.4,zone_37.87_-122.39,0.9771557139826638,15.468629515843084
trip_000688,316049ac9af26c64,6,20.0,7.97,41.9,51.6,0,3,1,0,0.018,0,1,evening_commute,zone_37.62_-122.57,zone_37.53_-122.62,0.9691642846195807,14.783575140363215
trip_000689,316049ac9af26c64,7,16.7,15.28,44.9,61.8,0,0,1,41,0.059,0,1,morning_commute,zone_37.58_-122.42,zone_37.6_-122.47,0.7142760293208497,8.237352527608008
trip_000690,316049ac9af26c64,8,10.7,8.12,46.0,53.1,1,0,0,0,0.079,0,0,midday,zone_37.51_-122.47,zone_37.45_-122.38,0.8403371270965839,12.50018179771402
trip_000691,316049ac9af26c64,9,8.2,6.01,44.7,50.0,0,0,0,0,0.018,0,1,evening_commute,zone_37.54_-122.28,zone_37.63_-122.37,0.8279252984074764,6.929461560444422
trip_000692,316049ac9af26c64,10,11.7,8.51,41.2,46.0,0,1,0,0,0.063,0,0,midday,zone_37.8_-122.42,zone_37.86_-122.32,0.8798525555262071,17.108192523925545
trip_000693,316049ac9af26c64,11,32.4,29.12,46.6,59.7,2,0,3,0,0.044,0,1,morning_commute,zone_37.81_-122.36,zone_37.76_-122.35,0.889649116021988,16.377130184736707
trip_000694,316049ac9af26c64,12,20.0,18.76,40.8,50.3,1,0,0,0,0.041,0,1,morning_commute,zone_37.71_-122.23,zone_37.62_-122.31,0.903236006497921,12.152318550505932
trip_000695,316049ac9af26c64,13,19.0,7.21,39.8,42.5,1,2,0,0,0.068,0,1,evening_commute,zone_37.85_-122.24,zone_37.8_-122.26,0.9011925254812375,26.38585233173744
trip_016410,3220d8d99fa59c2c,1,22.0,9.07,38.7,60.5,2,1,0,0,0.029,0,1,morning_commute,zone_37.67_-122.54,zone_37.67_-122.51,0.9161788471211018,12.499533173593642
trip_016411,3220d8d99fa59c2c,2,12.6,8.3,34.9,45.9,0,0,0,0,0.026,0,1,evening_commute,zone_37.7_-122.44,zone_37.62_-122.42,0.9386045325518273,34.25025916789541
trip_016412,3220d8d99fa59c2c,3,9.1,5.82,32.2,39.8,0,0,0,38,0.013,1,0,early_morning,zone_37.74_-122.29,zone_37.74_-122.31,0.9251302240078211,6.448943422216107
trip_016413,3220d8d99fa59c2c,4,15.4,8.5,23.0,42.4,1,0,0,0,0.012,0,1,evening_commute,zone_37.53_-122.21,zone_37.57_-122.2,0.8357472019788471,18.162202430256094
trip_016414,3220d8d99fa59c2c,5,28.6,25.76,31.3,41.6,1,0,0,0,0.025,1,0,night,zone_37.53_-122.33,zone_37.57_-122.29,0.9412072946099578,11.994569505694752
trip_016415,3220d8d99fa59c2c,6,43.4,18.51,22.6,25.0,2,2,0,0,0.045,0,1,evening_commute,zone_37.67_-122.37,zone_37.61_-122.28,0.736210893369289,12.451278123351795
trip_016416,3220d8d99fa59c2c,7,46.6,24.22,36.8,39.2,0,1,0,0,0.017,0,1,evening_commute,zone_37.75_-122.26,zone_37.81_-122.17,0.9897692620804293,17.275509730680717
trip_016417,3220d8d99fa59c2c,8,42.7,30.48,39.0,42.5,1,0,1,0,0.009,0,1,morning_commute,zone_37.62_-122.22,zone_37.68_-122.22,0.9362100245371949,25.29603102014175
trip_016418,3220d8d99fa59c2c,9,12.5,6.63,24.9,37.8,0,0,0,0,0.007,1,0,early_morning,zone_37.72_-122.27,zone_37.63_-122.18,0.7285325321623816,7.077070720774373
trip_000276,3231b617bf24843c,1,26.9,11.17,39.0,49.2,2,2,0,0,0.039,1,0,early_morning,zone_37.52_-122.45,zone_37.49_-122.41,0.8851669043998102,9.421789381529248
trip_000277,3231b617bf24843c,2,33.0,9.67,35.0,56.9,0,2,1,0,0.029,1,0,night,zone_37.7_-122.46,zone_37.65_-122.48,0.8270295254150002,10.975906672259267
trip_000278,3231b617bf24843c,3,17.9,11.87,36.6,43.5,3,0,1,0,0.086,0,1,morning_commute,zone_37.68_-122.57,zone_37.66_-122.52,0.9883389021104654,14.623501033768193
trip_000279,3231b617bf24843c,4,45.4,13.49,28.5,44.7,0,1,1,0,0.056,0,0,midday,zone_37.63_-122.55,zone_37.61_-122.52,0.847951441164645,24.741320838343967
trip_000280,3231b617bf24843c,5,89.6,64.38,38.3,41.8,3,6,1,0,0.18,1,0,night,zone_37.66_-122.37,zone_37.75_-122.46,0.8605501126245596,9.604948854147395
trip_000281,3231b617bf24843c,6,28.3,6.65,40.3,46.4,2,1,0,0,0.047,0,1,evening_commute,zone_37.71_-122.28,zone_37.77_-122.34,0.9356882380529389,10.830345691475005
trip_000144,32603640fa91cf5a,1,26.0,4.51,23.5,44.6,2,1,1,0,0.059,0,0,midday,zone_37.56_-122.46,zone_37.6_-122.45,0.9698894306025015,11.915584434608276
trip_000145,32603640fa91cf5a,2,60.9,8.11,23.4,48.6,2,3,4,0,0.04,0,0,midday,zone_37.84_-122.3,zone_37.79_-122.38,0.9561881438262622,14.414891803023265
trip_000146,32603640fa91cf5a,3,29.2,17.34,31.6,40.3,1,2,0,0,0.077,0,1,morning_commute,zone_37.54_-122.31,zone_37.48_-122.34,0.9314077012159641,25.97314018261425
trip_000147,32603640fa91cf5a,4,18.3,9.57,37.0,49.0,1,1,1,0,0.116,0,1,evening_commute,zone_37.64_-122.24,zone_37.66_-122.32,0.8517077971412715,8.83383542882279
trip_000148,32603640fa91cf5a,5,40.9,23.51,25.2,29.9,2,4,1,0,0.057,0,1,evening_commute,zone_37.73_-122.42,zone_37.7_-122.37,0.9254303631474645,12.364539251336186
trip_000149,32603640fa91cf5a,6,16.0,10.58,24.9,38.9,0,0,0,0,0.018,1,0,early_morning,zone_37.76_-122.51,zone_37.83_-122.55,0.9930493099316953,10.253578313885875
trip_000150,32603640fa91cf5a,7,37.9,4.51,35.8,47.5,2,4,1,0,0.102,0,1,evening_commute,zone_37.72_-122.34,zone_37.8_-122.42,0.8850794360226386,13.781098030465628
trip_000151,32603640fa91cf5a,8,43.3,24.14,37.5,39.6,1,1,1,0,0.048,0,1,morning_commute,zone_37.68_-122.51,zone_37.77_-122.54,0.9151876632051369,10.823717340756883
trip_000152,32603640fa91cf5a,9,38.8,18.69,19.9,24.5,2,0,2,0,0.053,0,1,morning_commute,zone_37.83_-122.37,zone_37.93_-122.41,0.9140811386574795,12.812679327892866
trip_000153,32603640fa91cf5a,10,22.1,9.18,29.6,45.4,3,1,0,0,0.018,0,1,morning_commute,zone_37.9_-122.58,zone_37.87_-122.58,0.8515121319469017,13.300245202676471
trip_000154,32603640fa91cf5a,11,49.9,15.64,24.5,33.1,6,2,2,0,0.101,0,1,evening_commute,zone_37.8_-122.43,zone_37.77_-122.47,0.5401073319773402,12.418502763959388
trip_005474,32a952f6a6fea4a5,1,34.5,21.48,53.5,59.9,5,1,3,12,0.457,0,1,evening_commute,zone_37.61_-122.52,zone_37.52_-122.44,0.8805509422794429,24.14813029204938
trip_005475,32a952f6a6fea4a5,2,36.4,27.75,51.5,58.7,3,4,1,0,0.515,0,1,evening_commute,zone_37.89_-122.48,zone_37.83_-122.55,0.9326791220328757,7.521412268937316
trip_005476,32a952f6a6fea4a5,3,64.7,63.06,49.0,56.5,15,6,6,0,0.076,0,1,evening_commute,zone_37.75_-122.6,zone_37.83_-122.54,0.9586738580746799,10.226643838242632
trip_005477,32a952f6a6fea4a5,4,32.4,18.87,41.2,42.0,3,1,3,0,0.318,0,1,morning_commute,zone_37.56_-122.48,zone_37.6_-122.48,0.7937242920779145,11.503218455471966
trip_005478,32a952f6a6fea4a5,5,30.4,27.44,45.4,52.7,5,4,5,26,0.279,0,1,evening_commute,zone_37.64_-122.26,zone_37.66_-122.25,0.9376950337904455,7.845368604866182
trip_005479,32a952f6a6fea4a5,6,37.0,36.57,42.6,48.6,7,5,4,23,0.29,0,1,evening_commute,zone_37.87_-122.48,zone_37.93_-122.58,0.9146498545909199,11.870526943796207
trip_005480,32a952f6a6fea4a5,7,11.8,9.34,52.1,84.0,2,0,2,0,0.18,1,0,early_morning,zone_37.58_-122.32,zone_37.5_-122.3,0.9485051139396798,8.000651428165215
trip_005481,32a952f6a6fea4a5,8,51.6,44.84,55.2,70.3,8,4,5,0,0.795,0,1,evening_commute,zone_37.65_-122.4,zone_37.6_-122.46,0.9357961394097337,14.663414001152749
trip_005482,32a952f6a6fea4a5,9,14.2,8.6,57.5,71.0,2,0,3,0,0.358,0,0,midday,zone_37.5_-122.27,zone_37.49_-122.22,0.7200958358501532,6.969611230308553
trip_005483,32a952f6a6fea4a5,10,21.7,16.76,47.7,66.2,2,5,2,0,0.083,0,1,morning_commute,zone_37.76_-122.28,zone_37.77_-122.22,0.9965688635925413,7.366886437623368
trip_005484,32a952f6a6fea4a5,11,21.4,22.85,42.7,43.2,4,5,1,0,0.362,0,1,morning_commute,zone_37.74_-122.43,zone_37.64_-122.44,0.9190120589425745,17.157521919672078
trip_005485,32a952f6a6fea4a5,12,36.7,27.56,54.8,57.3,3,4,5,0,0.338,0,1,evening_commute,zone_37.76_-122.21,zone_37.73_-122.17,0.7124241450143707,64.59115308878546
trip_016508,3316d88ec5d1c4ab,1,12.3,9.82,26.7,49.2,2,3,1,60,0.132,0,1,evening_commute,zone_37.9_-122.41,zone_37.82_-122.51,0.9945787695341106,9.093953414834292
trip_016509,3316d88ec5d1c4ab,2,15.9,8.46,37.1,73.3,2,2,3,0,0.274,0,1,evening_commute,zone_37.5_-122.23,zone_37.54_-122.31,0.938212159577188,15.300511342244729
trip_016510,3316d88ec5d1c4ab,3,32.4,18.67,27.5,31.5,4,1,5,0,0.321,0,1,evening_commute,zone_37.58_-122.5,zone_37.49_-122.58,0.6931715565746043,23.71464227435553
trip_016511,3316d88ec5d1c4ab,4,34.7,22.13,27.5,35.9,6,5,6,41,0.011,0,1,morning_commute,zone_37.82_-122.44,zone_37.79_-122.38,0.9742902859399356,15.998851058199389
trip_016512,3316d88ec5d1c4ab,5,36.3,20.36,37.6,38.8,4,5,1,0,0.452,0,1,morning_commute,zone_37.67_-122.49,zone_37.59_-122.44,0.9515215798818688,8.628832950465425
trip_016513,3316d88ec5d1c4ab,6,76.9,41.71,36.5,51.5,8,9,10,0,0.868,0,1,morning_commute,zone_37.52_-122.58,zone_37.5_-122.51,0.9637280287407972,30.419696031804754
trip_016514,3316d88ec5d1c4ab,7,7.4,1.32,32.8,44.6,2,2,1,0,0.327,0,0,midday,zone_37.85_-122.29,zone_37.85_-122.29,0.9622386852472415,25.223651648538876
trip_016515,3316d88ec5d1c4ab,8,40.5,17.46,33.9,49.5,7,2,4,0,0.067,0,1,morning_commute,zone_37.63_-122.28,zone_37.7_-122.34,0.9304515143598792,7.865063720111465
trip_016516,3316d88ec5d1c4ab,9,30.9,8.98,28.3,50.8,2,4,4,0,0.413,0,1,evening_commute,zone_37.65_-122.38,zone_37.61_-122.42,0.9525715215046252,20.612286769184585
trip_016517,3316d88ec5d1c4ab,10,12.9,5.23,34.1,44.5,2,1,0,0,0.058,1,0,night,zone_37.84_-122.38,zone_37.79_-122.29,0.9806174662252115,15.771719091285316
trip_016518,3316d88ec5d1c4ab,11,29.2,11.78,30.9,39.3,6,1,2,0,0.031,0,0,midday,zone_37.88_-122.38,zone_37.82_-122.32,0.8757130440979959,7.829532383638238
trip_016519,3316d88ec5d1c4ab,12,11.2,5.05,36.7,49.6,0,5,0,0,0.365,0,0,midday,zone_37.87_-122.59,zone_37.84_-122.57,0.9042807216125455,20.214410389243124
trip_005910,336f3e183bb19cc7,1,24.6,20.44,54.4,70.3,1,1,1,0,0.405,0,1,evening_commute,zone_37.82_-122.3,zone_37.87_-122.38,0.9672628476696395,7.035281373896305
trip_005911,336f3e183bb19cc7,2,10.2,7.75,44.8,61.0,2,1,0,0,0.2,1,0,night,zone_37.8_-122.59,zone_37.75_-122.51,0.8564155036261087,9.290712547309209
trip_005912,336f3e183bb19cc7,3,53.0,39.94,55.8,72.2,4,8,2,0,0.04,0,0,midday,zone_37.81_-122.39,zone_37.76_-122.47,0.9610019092086574,11.241245213902996
trip_005913,336f3e183bb19cc7,4,36.0,29.01,50.1,56.7,4,4,4,60,0.356,0,1,evening_commute,zone_37.83_-122.35,zone_37.76_-122.44,0.9552976020625681,26.612123902368616
trip_005914,336f3e183bb19cc7,5,18.4,16.74,51.7,62.7,2,2,1,8,0.826,0,1,evening_commute,zone_37.59_-122.53,zone_37.64_-122.47,0.9642784970785874,5.375175664449543
trip_005915,336f3e183bb19cc7,6,23.1,22.62,44.0,61.1,3,4,2,52,0.087,1,0,early_morning,zone_37.79_-122.27,zone_37.72_-122.23,0.9396643743461386,24.10735853513959
trip_005916,336f3e183bb19cc7,7,18.4,15.94,54.6,61.5,1,1,1,1,0.461,0,1,evening_commute,zone_37.82_-122.38,zone_37.74_-122.3,0.9776064465651756,11.512496469725075
trip_005917,336f3e183bb19cc7,8,35.2,26.49,49.1,91.8,4,3,2,112,0.237,0,1,morning_commute,zone_37.59_-122.51,zone_37.6_-122.51,0.7174324972600649,7.741340123031417
trip_005918,336f3e183bb19cc7,9,45.6,39.35,47.4,60.6,8,3,3,0,0.372,0,1,evening_commute,zone_37.71_-122.27,zone_37.79_-122.29,0.7477027262698579,6.310095224236756
trip_005919,336f3e183bb19cc7,10,39.0,28.09,45.1,54.7,3,7,3,0,0.278,0,0,midday,zone_37.58_-122.34,zone_37.67_-122.26,0.9362334146216644,27.932017842417732
trip_005920,336f3e183bb19cc7,11,38.0,38.59,50.9,55.5,7,5,7,0,0.12,0,1,morning_commute,zone_37.67_-122.23,zone_37.58_-122.2,0.7979880768329926,17.193164968861566
trip_005921,336f3e183bb19cc7,12,42.8,39.52,53.5,92.9,2,1,0,0,0.282,0,1,evening_commute,zone_37.75_-122.56,zone_37.73_-122.49,0.997704056178072,10.14655223289696
trip_005922,336f3e183bb19cc7,13,33.9,34.73,46.5,57.9,5,4,2,0,0.221,1,0,early_morning,zone_37.78_-122.53,zone_37.74_-122.55,0.9565919072626005,5.388816680003435
trip_005923,336f3e183bb19cc7,14,16.0,15.32,48.1,50.7,1,2,2,21,0.356,0,1,evening_commute,zone_37.51_-122.34,zone_37.47_-122.4,0.9994346268004402,21.439330957778864
trip_005924,336f3e183bb19cc7,15,36.4,27.71,51.1,62.1,6,4,3,80,0.371,1,0,night,zone_37.58_-122.4,zone_37.55_-122.46,0.9945441594410306,14.047332384866978
trip_005925,336f3e183bb19cc7,16,35.3,34.46,53.7,67.3,7,4,1,21,0.564,1,0,early_morning,zone_37.55_-122.27,zone_37.55_-122.32,0.9495887497580741,25.81512759866346
trip_005926,336f3e183bb19cc7,17,27.8,34.41,52.3,62.9,4,1,3,45,0.57,0,0,midday,zone_37.54_-122.32,zone_37.47_-122.3,0.9549621304330839,24.152016041283552
trip_005927,336f3e183bb19cc7,18,21.2,16.79,46.8,59.8,4,2,0,0,0.135,1,0,early_morning,zone_37.78_-122.24,zone_37.87_-122.15,0.9407894314257144,16.078489107195555
trip_007757,33a624c0b53848a3,1,49.5,32.51,50.5,66.6,9,3,5,0,0.648,1,0,early_morning,zone_37.71_-122.37,zone_37.68_-122.38,0.9756268470303063,11.36109492429224
trip_007758,33a624c0b53848a3,2,33.5,27.24,45.7,49.1,4,8,1,32,0.172,1,0,early_morning,zone_37.8_-122.24,zone_37.86_-122.24,0.9275735441485752,16.775355910820124
trip_007759,33a624c0b53848a3,3,8.8,6.69,45.3,50.2,4,0,2,0,0.827,0,1,morning_commute,zone_37.84_-122.57,zone_37.93_-122.47,0.9519782538808182,6.4209852082458605
trip_007760,33a624c0b53848a3,4,10.9,9.72,44.1,52.7,1,3,2,0,0.46,0,1,morning_commute,zone_37.75_-122.43,zone_37.78_-122.41,0.983934196174595,10.688162265874142
trip_007761,33a624c0b53848a3,5,12.3,14.52,48.7,58.2,2,0,1,29,0.373,0,1,morning_commute,zone_37.62_-122.22,zone_37.6_-122.28,0.9085483200584372,15.188787137242253
trip_007762,33a624c0b53848a3,6,10.8,8.97,54.7,64.4,1,0,2,0,0.293,0,1,morning_commute,zone_37.84_-122.39,zone_37.89_-122.34,0.829720680142968,9.59695193362638
trip_007763,33a624c0b53848a3,7,14.7,14.22,53.4,70.4,6,1,1,0,0.337,0,1,evening_commute,zone_37.6_-122.25,zone_37.59_-122.32,0.7616114453592246,11.528818276342149
trip_007764,33a624c0b53848a3,8,11.1,13.33,58.6,60.6,2,1,0,34,0.431,1,0,night,zone_37.85_-122.33,zone_37.79_-122.27,0.8037591651156784,6.28936333510949
trip_007765,33a624c0b53848a3,9,15.7,13.03,51.5,54.4,3,4,3,0,0.682,1,0,night,zone_37.64_-122.26,zone_37.73_-122.29,0.986164493084965,12.415258650032985
trip_007766,33a624c0b53848a3,10,15.1,8.22,58.4,67.7,2,2,0,0,0.628,0,1,evening_commute,zone_37.68_-122.28,zone_37.72_-122.26,0.915450581229524,10.783490929946755
trip_007767,33a624c0b53848a3,11,10.6,8.51,49.5,54.6,1,3,2,0,0.641,1,0,night,zone_37.78_-122.29,zone_37.81_-122.38,0.7085179165961624,7.300352845579498
trip_007768,33a624c0b53848a3,12,8.8,6.82,56.9,68.4,3,2,1,0,0.475,0,1,evening_commute,zone_37.84_-122.53,zone_37.83_-122.62,0.9224985679394451,6.387884794701288
trip_012958,33bc7da452a519ff,1,6.3,4.88,35.5,44.7,0,0,2,0,0.077,0,1,morning_commute,zone_37.85_-122.49,zone_37.78_-122.46,0.9854320208115415,17.386986145758847
trip_012959,33bc7da452a519ff,2,33.8,24.98,33.8,44.7,0,1,2,0,0.035,1,0,early_morning,zone_37.74_-122.26,zone_37.65_-122.3,0.8933674767244154,11.972780303115114
