driver_id,total_trips,duration_minutes_mean,duration_minutes_std,total_driving_time_minutes,distance_miles_mean,distance_miles_std,total_distance_miles,average_speed_mph_mean,average_speed_mph_std,max_speed_mph_mean,max_speed_mph_max,harsh_braking_events_mean,harsh_braking_events_sum,harsh_acceleration_events_mean,harsh_acceleration_events_sum,sharp_cornering_events_mean,sharp_cornering_events_sum,total_harsh_events_mean,total_harsh_events_sum,harsh_events_per_mile_mean,harsh_events_per_minute_mean,phone_usage_seconds_mean,phone_usage_seconds_sum,phone_usage_percent_mean,phone_usage_flag_mean,excessive_phone_use_mean,speeding_percent_mean,speed_variance_mean,speed_ratio_mean,high_speed_flag_mean,excessive_speed_flag_mean,night_driving_mean,rush_hour_mean,high_risk_time_mean,long_trip_flag_mean,short_trip_flag_mean,extended_duration_flag_mean,trip_efficiency_mean,data_quality_score_mean,gps_accuracy_avg_mean,low_quality_data_mean,poor_gps_accuracy_mean,avg_trips_per_day,avg_miles_per_trip,avg_duration_per_trip,harsh_driving_intensity,speed_risk_score,distraction_risk_score,timing_risk_score,composite_risk_score,risk_category,high_mileage_driver,frequent_driver,consistent_driver
3914fa0e4ed12f74,13,36.3385,18.6343,472.4,21.2454,16.0027,276.19,34.8769,4.0833,47.0846,56.7,5.4615,71,4.6154,60,3.3077,43,13.3846,174,0.6681,0.3501,2.6923,35,0.1359,0.1538,0.0,0.2784,12.2077,1.3663,0.0,0.0,0.1538,0.6923,0.8462,0.0769,0.0769,0.0,0.5516,0.8681,16.68,0.2308,0.9231,0.43333333333333335,21.245384615384616,36.33846153846154,13.3846,0.11136,0.2718,9.23,135.861308,Very High,0,0,1
3928a3f89bf6e4a5,16,31.525,12.785,504.4,22.2175,8.5842,355.48,43.7625,6.5276,54.6125,75.4,1.5625,25,1.0,16,1.125,18,3.6875,59,0.1458,0.0991,0.0,0,0.0,0.0,0.0,0.0716,10.85,1.2627,0.0,0.0,0.1875,0.5,0.6875,0.0,0.0625,0.0,0.7142,0.8724,12.5925,0.3125,0.625,0.5333333333333333,22.2175,31.525,3.6875,0.02864,0.0,7.8125,38.446092,High,0,0,1
39787f9c16f16bb1,18,32.6056,13.8164,586.9,28.9506,13.5248,521.11,54.0389,4.6783,61.4444,78.5,4.6667,84,3.7222,67,2.8889,52,11.2778,203,0.4031,0.357,13.0,234,0.8057,0.3333,0.0,0.4247,7.4056,1.1367,0.0,0.0,0.1667,0.6667,0.8333,0.1667,0.0556,0.0,0.8892,0.9168,14.2254,0.0556,0.7222,0.6,28.950555555555557,32.605555555555554,11.2778,0.16988000000000003,1.6114,9.1675,115.46816399999999,Very High,0,0,1
39b73822d016ba42,8,33.325,19.8598,266.6,14.2938,8.3359,114.35,25.9625,4.3906,35.4625,46.5,1.125,9,0.375,3,0.375,3,1.875,15,0.1358,0.0648,0.0,0,0.0,0.0,0.0,0.0239,9.5,1.3716,0.0,0.0,0.25,0.375,0.625,0.0,0.0,0.0,0.4375,0.9123,14.33,0.125,0.875,0.26666666666666666,14.29375,33.325,1.875,0.00956,0.0,7.5,20.252868,Medium,0,0,1
3a13bc655d4356b8,18,30.5222,18.9207,549.4,26.4317,15.8215,475.77,55.1722,5.6338,65.5222,83.6,5.0556,91,3.0,54,2.2222,40,10.2778,185,0.3583,0.3132,3.1667,57,0.3428,0.1667,0.0,0.3876,10.35,1.1927,0.1111,0.0,0.2222,0.6667,0.8889,0.1111,0.0,0.0,0.8707,0.9024,14.4172,0.1667,0.6667,0.6,26.431666666666665,30.522222222222222,10.2778,3.4880400000000003,0.6856,10.0,106.16721199999999,Very High,0,0,1
3a20adb806137783,17,30.2353,10.0971,514.0,12.5088,7.6192,212.65,27.3882,5.4411,37.7353,54.5,0.3529,6,0.5294,9,0.4118,7,1.2941,22,0.1065,0.0368,0.5294,9,0.0236,0.0588,0.0,0.0219,10.3471,1.3917,0.0,0.0,0.1176,0.5294,0.6471,0.0,0.1176,0.0,0.3977,0.8955,14.1512,0.1176,0.7059,0.5666666666666667,12.508823529411766,30.235294117647058,1.2941,0.00876,0.0472,7.058,14.378828,Medium,0,0,1
3a36545783e6b63a,9,28.9333,19.0297,260.4,15.7967,11.6638,142.17,34.3778,2.699,47.4111,54.0,1.4444,13,1.1111,10,0.8889,8,3.4444,31,0.2265,0.1157,0.0,0,0.0,0.0,0.0,0.0514,13.0333,1.388,0.0,0.0,0.3333,0.4444,0.7778,0.0,0.0,0.0,0.575,0.891,12.8496,0.1111,0.5556,0.3,15.796666666666665,28.93333333333333,3.4444,0.020560000000000002,0.0,9.4435,36.338868000000005,High,0,0,1
3a57df881637e8e7,15,33.3,18.0925,499.5,23.264,12.7612,348.96,36.44,3.9987,45.2267,59.2,2.2,33,0.8667,13,0.8667,13,3.9333,59,0.1767,0.1196,2.4,36,0.0922,0.1333,0.0,0.0789,8.7867,1.2477,0.0,0.0,0.2,0.6,0.8,0.0667,0.0667,0.0,0.7169,0.8927,17.5214,0.1333,0.7333,0.5,23.264,33.3,3.9334,0.03156,0.1844,9.0,41.23566799999999,High,0,0,1
3a7693a4f250ca13,18,32.1,18.6549,577.8,11.7661,9.1095,211.79,22.1333,6.1032,32.6111,50.1,0.8333,15,0.5,9,0.3333,6,1.6667,30,0.1679,0.0455,1.4444,26,0.0685,0.1111,0.0,0.0232,10.4778,1.5613,0.0,0.0,0.0556,0.6667,0.7222,0.0,0.2222,0.0,0.3775,0.887,16.0325,0.1667,0.7778,0.6,11.76611111111111,32.099999999999994,1.6665999999999999,0.00928,0.137,7.5009999999999994,18.237483999999995,Medium,0,0,1
3a835800987d147a,10,33.13,23.9057,331.3,19.727,13.6584,197.27,39.27,4.4932,48.32,61.5,4.8,48,3.8,38,2.4,24,11.0,110,0.5256,0.311,1.7,17,0.0651,0.2,0.0,0.287,9.05,1.2385,0.0,0.0,0.1,0.7,0.8,0.0,0.1,0.0,0.5849,0.9222,14.1748,0.1,0.7,0.3333333333333333,19.727,33.13,11.0,0.1148,0.1302,8.5,111.79954000000001,Very High,0,0,1
3aa0bba0617ee0b6,12,33.7167,26.5348,404.6,9.6367,9.6644,115.64,18.8333,5.4948,28.5333,38.5,1.75,21,1.0833,13,1.0,12,3.8333,46,-0.6423,0.1145,0.1667,2,0.0093,0.0833,0.0,0.0658,9.7,1.5468,0.0,0.0,0.1667,0.5833,0.75,0.0,0.25,0.0,0.2608,0.888,15.1898,0.0833,0.8333,0.4,9.636666666666667,33.71666666666667,3.8333,0.02632,0.0186,8.3335,40.016896,High,0,0,1
3ac629044bac4c2b,13,28.8077,12.8317,374.5,14.7492,6.0663,191.74,37.4462,5.2398,53.0385,65.6,1.6154,21,1.3077,17,0.8462,11,3.7692,49,0.2591,0.1236,1.6923,22,0.5641,0.0769,0.0,0.0553,15.5923,1.4444,0.0,0.0,0.3077,0.6923,1.0,0.0,0.0769,0.0,0.5583,0.9281,14.7464,0.0,0.8462,0.43333333333333335,14.74923076923077,28.807692307692307,3.7693,0.02212,1.1282,11.538499999999999,40.571436,High,0,0,1
3b067c5dad7e0066,12,25.7417,14.1185,308.9,16.6008,10.0065,199.21,41.1083,4.0666,53.125,71.7,2.9167,35,3.0833,37,2.5,30,8.5,102,0.552,0.3121,3.6667,44,0.5161,0.25,0.0,0.3156,12.0167,1.2967,0.0,0.0,0.0,0.3333,0.3333,0.0,0.0,0.0,0.703,0.885,16.813,0.25,0.9167,0.4,16.600833333333334,25.741666666666664,8.5,0.12624,1.0322,3.3329999999999997,86.22057199999999,Very High,0,0,1
3b3d46b428dfdea1,18,27.2778,16.5159,491.0,27.21,16.9208,489.78,54.0778,5.8243,61.5167,71.8,4.2778,77,2.9444,53,2.3889,43,9.6111,173,0.3529,0.353,8.1667,147,1.1811,0.3333,0.0556,0.3328,7.4389,1.1396,0.0,0.0,0.1111,0.6111,0.7222,0.1111,0.0556,0.0,1.0128,0.8801,14.345,0.0556,0.7778,0.6,27.209999999999997,27.27777777777778,9.6111,0.13312,3.4741999999999997,7.7775,99.443536,Very High,0,0,1
3b5ca56cb3a99864,12,26.05,19.0248,312.6,22.4525,14.236,269.43,55.7583,2.5643,64.3417,68.2,4.1667,50,3.0,36,1.8333,22,9.0,108,0.3576,0.3098,3.75,45,0.4442,0.1667,0.0,0.3104,8.5833,1.1558,0.0,0.0,0.25,0.5833,0.8333,0.0833,0.0833,0.0,0.8899,0.9055,14.6935,0.1667,0.6667,0.4,22.4525,26.05,9.0,0.12416,0.8884,9.583,92.398048,Very High,0,0,1
3b9266d9de7b82e4,17,28.1412,12.161,478.4,18.4953,10.5537,314.42,30.5118,4.6633,41.9118,62.4,1.1765,20,1.2941,22,1.0,17,3.4706,59,0.2451,0.1393,2.8824,49,0.2013,0.1176,0.0,0.0774,11.4,1.373,0.0,0.0,0.1765,0.6471,0.8235,0.0,0.0588,0.0,0.6218,0.8692,15.8773,0.1765,0.8235,0.5666666666666667,18.49529411764706,28.141176470588235,3.4706,0.03096,0.4026,9.118500000000001,36.74028800000001,High,0,0,1
3bb94633754c6671,13,29.5385,16.2015,384.0,15.5254,12.7385,201.83,26.8385,4.8762,39.5077,57.8,0.8462,11,0.6923,9,0.1538,2,1.6923,22,0.1324,0.0661,0.0,0,0.0,0.0,0.0,0.0228,12.6692,1.4701,0.0,0.0,0.1538,0.6154,0.7692,0.0,0.1538,0.0,0.4771,0.8937,13.9281,0.2308,0.6154,0.43333333333333335,15.525384615384617,29.53846153846154,1.6923,0.009120000000000001,0.0,8.461,18.617935999999997,Medium,0,0,1
3bc6732c600fbe2b,12,30.2583,12.4401,363.1,16.9775,8.0854,203.73,37.275,6.6797,43.9917,54.6,0.5833,7,0.5,6,0.25,3,1.3333,16,0.0974,0.051,0.75,9,0.0433,0.0833,0.0,0.0115,6.7167,1.1915,0.0,0.0,0.25,0.5833,0.8333,0.0,0.0,0.0,0.5686,0.8843,19.0168,0.1667,0.9167,0.4,16.9775,30.258333333333336,1.3333,0.0046,0.0866,9.583,15.294279999999999,Medium,0,0,1
3c05c1a7fa0e9ce1,23,33.213,23.0601,763.9,16.9204,18.3101,389.17,25.6696,4.2248,34.2348,52.6,1.087,25,1.4783,34,0.8696,20,3.4348,79,0.2377,0.0918,2.1739,50,0.1421,0.0435,0.0,0.071,8.5652,1.3418,0.0,0.0,0.1739,0.5652,0.7391,0.1304,0.2174,0.0,0.4495,0.8988,14.6993,0.087,0.6957,0.7666666666666667,16.920434782608698,33.21304347826087,3.4349,0.028399999999999998,0.2842,8.2605,36.15171999999999,High,0,0,1
3c0e34777679d166,11,30.3909,14.1304,334.3,19.1891,11.9175,211.08,38.3455,3.3913,49.5182,66.4,2.0,22,1.2727,14,0.7273,8,4.0,44,0.2217,0.129,0.2727,3,0.0352,0.0909,0.0,0.0975,11.1727,1.2961,0.0,0.0,0.1818,0.6364,0.8182,0.0,0.0909,0.0,0.594,0.9044,16.2914,0.1818,0.8182,0.36666666666666664,19.18909090909091,30.39090909090909,4.0,0.03900000000000001,0.0704,9.091,41.8651,High,0,0,1
3c2185f30867e13c,14,29.0857,14.5774,407.2,12.49,6.2022,174.86,24.1714,3.0216,31.95,49.1,1.7143,24,0.9286,13,0.7857,11,3.4286,48,0.2678,0.107,7.5,105,0.3866,0.2143,0.0,0.099,7.7786,1.3191,0.0,0.0,0.2857,0.5714,0.8571,0.0,0.2143,0.0,0.4393,0.9083,16.8138,0.0714,0.8571,0.4666666666666667,12.49,29.085714285714285,3.4286,0.0396,0.7732,9.999500000000001,36.684380000000004,High,0,0,1
3c2f2852a2f719c3,11,32.7,23.3188,359.7,18.3236,20.0538,201.56,29.2182,5.354,38.3091,57.1,1.6364,18,1.1818,13,0.7273,8,3.5455,39,0.2286,0.1106,0.8182,9,0.0393,0.0909,0.0,0.0825,9.0909,1.3082,0.0,0.0,0.0909,0.5455,0.6364,0.0909,0.0909,0.0,0.5087,0.9308,13.9749,0.0,0.6364,0.36666666666666664,18.323636363636364,32.699999999999996,3.5455,0.033,0.0786,6.8185,36.8679,High,0,0,1
3c41635b911ea5f7,16,29.2938,15.8453,468.7,12.4794,8.7485,199.67,28.9688,5.0319,37.4375,47.9,0.75,12,1.0,16,0.5625,9,2.3125,37,0.3963,0.0693,0.0,0,0.0,0.0,0.0,0.0221,8.4688,1.298,0.0,0.0,0.125,0.625,0.75,0.0,0.125,0.0,0.4469,0.8865,16.0449,0.25,0.875,0.5333333333333333,12.479375,29.29375,2.3125,0.00884,0.0,8.125,24.752652,Medium,0,0,1
3c78e945de50b239,13,34.4769,26.5874,448.2,17.3762,15.4853,225.89,28.0462,4.1486,33.7923,43.0,1.7692,23,1.3846,18,0.7692,10,3.9231,51,0.275,0.114,4.0,52,0.209,0.0769,0.0,0.0963,5.7462,1.2093,0.0,0.0,0.0,0.7692,0.7692,0.0769,0.0769,0.0,0.4825,0.8937,14.681,0.2308,0.6923,0.43333333333333335,17.376153846153844,34.47692307692308,3.9230000000000005,0.03852,0.418,7.692,40.98895600000001,High,0,0,1
3d22365704bbad8a,14,26.0286,19.7363,364.4,11.9329,9.6613,167.06,27.7643,4.7495,35.7714,53.1,1.0,14,1.0,14,0.9286,13,2.9286,41,0.2346,0.1033,11.2857,158,0.5165,0.1429,0.0,0.0817,8.0071,1.31,0.0,0.0,0.0,0.5,0.5,0.0,0.3571,0.0,0.451,0.8878,14.8515,0.0714,0.7857,0.4666666666666667,11.932857142857143,26.02857142857143,2.9286,0.03268,1.033,5.0,30.812303999999997,High,0,0,1
3d71725a988d9e84,18,37.3444,19.9002,672.2,24.2394,15.4133,436.31,39.3333,4.2465,51.6111,70.0,0.7222,13,0.8333,15,0.4444,8,2.0,36,0.0945,0.058,0.0,0,0.0,0.0,0.0,0.0171,12.2778,1.3178,0.0,0.0,0.3333,0.5,0.8333,0.0556,0.0,0.0,0.6564,0.8968,15.003,0.1111,0.8889,0.6,24.239444444444445,37.34444444444445,1.9998999999999998,0.006840000000000001,0.0,9.9995,22.000951999999998,Medium,0,0,1
3d9c5c10c8091b46,18,25.3,18.6965,455.4,17.4894,12.4926,314.81,41.3778,5.0389,51.0167,68.7,3.6111,65,3.1111,56,2.4444,44,9.1667,165,0.6219,0.3926,15.3889,277,1.4274,0.3333,0.0556,0.3294,9.6389,1.2387,0.0,0.0,0.3333,0.5556,0.8889,0.0556,0.1667,0.0,0.7036,0.9137,14.2923,0.1111,0.6667,0.6,17.489444444444445,25.299999999999997,9.166599999999999,0.13176000000000002,3.9668,10.555499999999999,95.800028,Very High,0,0,1
3dc55c6fc14f4408,13,31.0692,19.5818,403.9,14.5869,10.5049,189.63,25.8923,4.9914,36.1462,52.8,0.7692,10,0.3077,4,0.3077,4,1.3846,18,0.065,0.0285,0.0,0,0.0,0.0,0.0,0.0197,10.2538,1.3884,0.0,0.0,0.1538,0.6923,0.8462,0.0,0.0769,0.0,0.48,0.9385,13.0322,0.0,0.7692,0.43333333333333335,14.586923076923076,31.069230769230767,1.3845999999999998,0.00788,0.0,9.23,15.694363999999998,Medium,0,0,1
3dff0cb7711c4bca,16,24.925,11.5093,398.8,12.4381,5.5234,199.01,29.5,3.8457,41.6562,64.5,0.4375,7,0.375,6,0.1875,3,1.0,16,0.0782,0.0343,2.25,36,0.1718,0.125,0.0,0.0198,12.1562,1.4335,0.0,0.0,0.125,0.625,0.75,0.0,0.125,0.0,0.5194,0.9199,16.2911,0.0,0.875,0.5333333333333333,12.438125,24.925,1.0,0.007920000000000002,0.3436,8.125,11.799176,Medium,0,0,1
3e13f73e8b0f59c0,22,27.3182,14.3598,601.0,12.6795,7.2243,278.95,31.2227,4.9071,40.2682,52.9,0.6364,14,0.3182,7,0.3182,7,1.2727,28,0.1352,0.0473,4.0455,89,0.2076,0.1364,0.0,0.0193,9.0455,1.292,0.0,0.0,0.1364,0.6364,0.7727,0.0,0.1818,0.0,0.4838,0.8851,15.7759,0.1818,0.6818,0.7333333333333333,12.679545454545455,27.318181818181817,1.2728,0.007720000000000001,0.4152,8.41,14.619916,Medium,0,0,1
3e152c0bdcb655d3,12,24.2667,13.8662,291.2,8.2108,5.6114,98.53,21.85,7.117,29.35,42.0,0.3333,4,0.3333,4,0.0833,1,0.75,9,0.122,0.0411,0.0,0,0.0,0.0,0.0,0.0222,7.5,1.4056,0.0,0.0,0.5,0.25,0.75,0.0,0.3333,0.0,0.3224,0.9419,11.8616,0.0,0.75,0.4,8.210833333333333,24.266666666666666,0.7499,0.00888,0.0,10.0,9.501664000000002,Low,0,0,1
3e1c0add11f0ac8e,12,24.0167,11.2909,288.2,15.2742,8.05,183.29,35.4417,5.0888,42.95,49.5,1.4167,17,1.0,12,0.4167,5,2.8333,34,0.1975,0.1176,0.0,0,0.0,0.0,0.0,0.0758,7.5083,1.2178,0.0,0.0,0.0833,0.6667,0.75,0.0,0.0833,0.0,0.6225,0.886,18.3803,0.1667,0.75,0.4,15.274166666666666,24.016666666666666,2.8334,0.030320000000000003,0.0,7.9165,29.926396000000004,High,0,0,1
3e256a0bf6f3b7c9,18,33.5556,16.0914,604.0,26.44,16.2073,475.92,47.3889,5.2657,54.0389,64.1,5.9444,107,4.4444,80,2.6111,47,13.0,234,0.5438,0.4048,5.4444,98,0.4385,0.2222,0.0,0.3132,6.65,1.1445,0.0,0.0,0.3333,0.5556,0.8889,0.0556,0.0,0.0,0.7667,0.8825,13.5682,0.1667,0.6111,0.6,26.44,33.55555555555556,12.9999,0.12528,0.877,10.555499999999999,132.586184,Very High,0,0,1
3e3f22a5d7b4cc53,10,26.79,21.139,267.9,18.688,22.8712,186.88,33.55,5.1548,41.45,47.9,1.5,15,1.2,12,0.5,5,3.2,32,0.1953,0.1004,0.0,0,0.0,0.0,0.0,0.087,7.9,1.2509,0.0,0.0,0.2,0.7,0.9,0.1,0.0,0.0,0.6166,0.8849,14.7873,0.1,0.9,0.3333333333333333,18.688,26.79,3.2,0.0348,0.0,10.0,34.01044,High,0,0,1
3e9b8a685ec97f36,14,30.0071,18.8613,420.1,11.2407,8.1906,157.37,31.2643,3.7985,40.4643,50.7,1.7857,25,1.6429,23,0.7857,11,4.2143,59,-0.0236,0.1345,0.0,0,0.0,0.0,0.0,0.0801,9.2,1.2987,0.0,0.0,0.1429,0.5,0.6429,0.0,0.0714,0.0,0.4414,0.8978,14.1048,0.1429,0.7857,0.4666666666666667,11.240714285714287,30.00714285714286,4.214300000000001,0.032040000000000006,0.0,7.1434999999999995,43.581312000000004,High,0,0,1
3ec822684eee08f6,20,28.04,14.8333,560.8,16.768,11.0804,335.36,32.82,4.039,44.61,71.7,0.95,19,0.95,19,0.6,12,2.5,50,0.1727,0.0888,4.75,95,0.3696,0.25,0.0,0.0809,11.79,1.3644,0.0,0.0,0.15,0.5,0.65,0.05,0.05,0.0,0.5821,0.8907,13.9213,0.1,0.75,0.6666666666666666,16.768,28.04,2.5,0.03236,0.7392,7.25,26.829307999999997,High,0,0,1
3f540509dbd2025d,15,26.66,17.5071,399.9,17.9293,14.391,268.94,33.3933,4.7329,46.0733,64.2,1.0667,16,1.0,15,1.0667,16,3.1333,47,0.1682,0.1051,4.2667,64,0.6344,0.1333,0.0,0.0557,12.68,1.3904,0.0,0.0,0.2,0.7333,0.9333,0.0,0.0667,0.0,0.6471,0.9123,12.8311,0.0,0.6,0.5,17.929333333333332,26.66,3.1334,0.02228,1.2688,10.332999999999998,34.041684,High,0,0,1
3f85f84fdde730d3,13,33.4462,20.3242,434.8,19.3423,9.1219,251.45,36.3615,6.9456,45.1231,57.2,1.5385,20,0.8462,11,0.6154,8,3.0,39,0.1442,0.0868,0.0,0,0.0,0.0,0.0,0.0911,8.7615,1.2676,0.0,0.0,0.3077,0.3077,0.6154,0.0,0.0,0.0,0.6197,0.868,15.0269,0.2308,0.7692,0.43333333333333335,19.342307692307692,33.44615384615385,3.0000999999999998,0.03644,0.0,7.6925,31.550431999999997,High,0,0,1
3feee57e880b46e3,11,32.1273,15.9277,353.4,30.2709,15.3753,332.98,49.0091,4.2324,62.8364,78.8,3.9091,43,3.3636,37,3.0,33,10.2727,113,0.3007,0.2836,6.2727,69,0.8001,0.2727,0.0,0.3511,13.8273,1.2807,0.0,0.0,0.1818,0.8182,1.0,0.0909,0.0,0.0,0.9371,0.9419,16.8292,0.0,0.6364,0.36666666666666664,30.270909090909093,32.127272727272725,10.2727,0.14044,1.6002,10.909,105.751032,Very High,0,0,1
404805342938e714,18,36.1944,20.3223,651.5,23.8761,16.1861,429.77,37.2833,4.3289,45.5278,57.1,2.2222,40,1.1111,20,0.8889,16,4.2222,76,0.1936,0.1163,8.0556,145,0.2814,0.2222,0.0,0.0761,8.2444,1.225,0.0,0.0,0.2222,0.7222,0.9444,0.0556,0.0556,0.0,0.6474,0.9116,14.4198,0.1111,0.7222,0.6,23.87611111111111,36.19444444444444,4.2222,0.030440000000000002,0.5628,10.555,44.623532,High,0,0,1
40e54f1068acfeee,14,27.2857,16.2726,382.0,21.7057,14.1566,303.88,47.7857,5.0195,57.2143,75.1,1.5,21,0.7143,10,1.0,14,3.2143,45,0.1506,0.1127,9.2143,129,0.3754,0.1429,0.0,0.0805,9.4286,1.1994,0.0,0.0,0.1429,0.7143,0.8571,0.0714,0.0714,0.0,0.7782,0.8939,16.8894,0.1429,0.7857,0.4666666666666667,21.705714285714286,27.285714285714285,3.2143,0.0322,0.7508,9.2865,34.38536,High,0,0,1
410be909090ddcb5,17,35.8059,26.9091,608.7,28.4953,21.3156,484.42,49.2706,4.296,58.2529,68.2,6.1765,105,4.2941,73,2.9412,50,13.4118,228,0.5403,0.4081,8.2353,140,0.6745,0.2353,0.0,0.3651,8.9824,1.1826,0.0,0.0,0.1765,0.5882,0.7647,0.1176,0.0588,0.0,0.8214,0.9045,14.8678,0.1765,0.8235,0.5666666666666667,28.49529411764706,35.80588235294118,13.411800000000001,0.14604,1.349,8.529499999999999,136.542212,Very High,0,0,1
414b301ca82d278a,19,24.5211,11.2287,465.9,12.3953,7.26,235.51,32.4684,4.1616,41.2368,57.6,1.0,19,0.5789,11,0.9474,18,2.5263,48,0.2145,0.0991,7.4211,141,0.5424,0.2632,0.0,0.0745,8.7684,1.2709,0.0,0.0,0.1579,0.7368,0.8947,0.0,0.1579,0.0,0.4919,0.9041,16.7196,0.1579,0.7895,0.6333333333333333,12.395263157894737,24.521052631578947,2.5263,0.0298,1.0848,9.7365,27.761639999999996,High,0,0,1
416254ed20bc4dce,8,32.9375,23.7795,263.5,20.4725,13.0245,163.78,39.2,4.3095,48.25,57.2,2.25,18,1.625,13,0.75,6,4.625,37,0.2739,0.1719,0.625,5,0.0453,0.125,0.0,0.075,9.05,1.2357,0.0,0.0,0.0,0.5,0.5,0.0,0.125,0.0,0.6664,0.8357,16.3457,0.25,0.875,0.26666666666666666,20.4725,32.9375,4.625,0.03,0.0906,5.0,47.3043,High,0,0,1
42e2955d3a636287,23,25.513,16.473,586.8,17.7339,11.521,407.88,41.2391,4.254,50.9522,90.0,1.0435,24,0.913,21,0.8261,19,2.7826,64,0.1792,0.121,0.3478,8,0.0284,0.0435,0.0,0.0742,9.713,1.242,0.0435,0.0,0.1304,0.6087,0.7391,0.0,0.1304,0.0,0.6962,0.8831,11.9739,0.2174,0.5652,0.7666666666666667,17.73391304347826,25.51304347826087,2.7826,1.3346799999999999,0.0568,8.043,29.863404,High,0,0,1
42eb197589863530,18,27.5889,14.7642,496.6,18.7917,11.7564,338.25,36.3722,4.2536,47.6889,68.1,1.3333,24,1.3889,25,0.6667,12,3.3889,61,0.1909,0.1179,0.0,0,0.0,0.0,0.0,0.0646,11.3167,1.3176,0.0,0.0,0.1111,0.8889,1.0,0.0,0.1111,0.0,0.654,0.9065,15.2559,0.1111,0.7778,0.6,18.791666666666668,27.58888888888889,3.3889,0.025840000000000002,0.0,10.555499999999999,36.00785200000001,High,0,0,1
43082d454d38dd67,13,31.0846,18.3927,404.1,13.4508,8.0891,174.86,28.3308,6.0112,43.1769,66.5,1.0769,14,1.6154,21,0.6923,9,3.3846,44,0.2662,0.1036,0.0,0,0.0,0.0,0.0,0.0605,14.8462,1.535,0.0,0.0,0.2308,0.6923,0.9231,0.0,0.1538,0.0,0.4458,0.9025,17.0901,0.2308,0.9231,0.43333333333333335,13.450769230769232,31.084615384615386,3.3846,0.0242,0.0,10.385,35.93026,High,0,0,1
4324ca9950f13ef6,17,26.1471,10.9306,444.5,11.8424,7.2036,201.32,23.9824,5.7366,33.5471,65.1,1.5882,27,0.8824,15,0.6471,11,3.1176,53,0.3329,0.1159,1.4706,25,0.1338,0.1176,0.0,0.0832,9.5647,1.4224,0.0,0.0,0.3529,0.4706,0.8235,0.0,0.1176,0.0,0.4448,0.9397,16.1365,0.0,0.7647,0.5666666666666667,11.84235294117647,26.147058823529413,3.1177,0.03328,0.2676,9.999500000000001,33.320684,High,0,0,1
43a144829efa2801,19,26.3053,15.1578,499.8,22.0663,13.8028,419.26,49.8368,4.219,59.8842,74.2,4.0526,77,3.9474,75,2.1053,40,10.1053,192,0.4978,0.3865,5.4211,103,0.2878,0.2105,0.0,0.365,10.0474,1.2038,0.0,0.0,0.1579,0.6316,0.7895,0.0526,0.0526,0.0,0.83,0.8862,15.2444,0.1579,0.7368,0.6333333333333333,22.066315789473684,26.30526315789474,10.1053,0.146,0.5756,8.6845,103.12150000000001,Very High,0,0,1
44585e02c52f4917,9,29.2222,21.5848,263.0,15.3589,11.6323,138.23,29.8778,6.2932,38.4333,48.0,1.4444,13,1.7778,16,0.6667,6,3.8889,35,0.2654,0.1468,2.5556,23,0.1656,0.2222,0.0,0.0904,8.5556,1.2947,0.0,0.0,0.1111,0.8889,1.0,0.0,0.0,0.0,0.5439,0.8786,13.5404,0.3333,0.6667,0.3,15.358888888888888,29.22222222222222,3.8889,0.03616,0.3312,10.555499999999999,41.176548000000004,High,0,0,1
447b8b920c7fc2dd,23,27.1,17.4832,623.3,11.4039,8.6615,262.29,24.6609,5.3609,35.8913,58.4,1.087,25,1.0435,24,0.3913,9,2.5217,58,0.304,0.1141,4.8261,111,0.6439,0.1304,0.0435,0.073,11.2304,1.4782,0.0,0.0,0.2174,0.6087,0.8261,0.0,0.2174,0.0,0.4319,0.9014,14.804,0.1739,0.7826,0.7666666666666667,11.403913043478262,27.099999999999998,2.5218,0.0292,2.1578,9.347999999999999,28.175259999999994,High,0,0,1
456475b1a02ca235,15,31.02,13.7483,465.3,15.5553,8.1454,233.33,32.46,5.9233,42.68,60.3,4.7333,71,4.2,63,2.4,36,11.3333,170,0.8144,0.3592,7.4,111,0.5589,0.3333,0.0,0.3395,10.22,1.3207,0.0,0.0,0.1333,0.6,0.7333,0.0,0.0667,0.0,0.5016,0.8811,14.4027,0.2,0.6,0.5,15.555333333333333,31.02,11.3333,0.1358,1.1178,7.9995,115.53254,Very High,0,0,1
4590d7e8420fb783,11,27.6,13.7884,303.6,17.9064,9.8358,196.97,33.9818,5.0362,42.3909,53.6,4.0,44,3.8182,42,3.0,33,10.8182,119,0.6616,0.4067,4.6364,51,0.2386,0.2727,0.0,0.3454,8.4091,1.2516,0.0,0.0,0.1818,0.3636,0.5455,0.0,0.0909,0.0,0.6392,0.8355,13.7409,0.4545,0.5455,0.36666666666666664,17.906363636363636,27.6,10.818200000000001,0.13816,0.4772,6.3629999999999995,109.73464800000002,Very High,0,0,1
45d83355f5ee3dcd,8,19.3,10.6133,154.4,10.845,6.617,86.76,33.2,3.4008,44.875,73.7,0.25,2,0.125,1,0.25,2,0.625,5,0.0876,0.0508,7.0,56,0.3431,0.125,0.0,0.0158,11.675,1.3443,0.0,0.0,0.375,0.625,1.0,0.0,0.125,0.0,0.5673,0.905,20.6686,0.125,1.0,0.26666666666666666,10.845,19.3,0.625,0.006320000000000001,0.6862,11.875,8.969996,Low,0,0,1
